index,title,budget,genres,id,original_language,popularity,release_date,revenue,runtime,vote_average,vote_count
1564,Legends of the Fall,30000000,Adventure Drama Romance War,4476,en,26.952727,16-12-94,160638883,133,7.2,619
1565,Up in the Air,25000000,Drama Romance,22947,en,33.704181,05-09-09,163670000,109,6.7,1205
1566,About Schmidt,30000000,Drama Comedy,2755,en,19.925026,13-12-02,105834556,125,6.7,362
1567,Warm Bodies,35000000,Horror Comedy Romance,82654,en,43.742241,31-01-13,116980662,97,6.4,2652
1568,Looper,30000000,Action Thriller Science Fiction,59967,en,46.377628,26-09-12,47042000,118,6.6,4697
1569,Down to Earth,0,Fantasy Comedy Science Fiction Romance,16300,en,9.166658,16-02-01,0,87,4.9,95
1570,Babe,30000000,Fantasy Drama Comedy Family,9598,en,34.36645,18-07-95,254134910,89,6,733
1571,Hope Springs,30000000,Drama Comedy Romance,82696,en,12.967137,07-08-12,114281051,100,5.8,284
1572,Forgetting Sarah Marshall,30000000,Comedy Romance Drama,9870,en,50.670253,17-04-08,105173115,111,6.4,1172
1573,Four Brothers,45000000,Action Crime,8292,en,24.694551,11-08-05,92374674,109,6.7,607
1574,Baby Mama,30000000,Comedy,8780,en,11.409124,23-04-08,63833449,99,5.8,205
1575,Hope Floats,0,Drama Romance,9715,en,7.922716,29-05-98,0,114,5.8,81
1576,Bride Wars,30000000,Comedy,10521,en,33.385429,09-01-09,114663461,89,5.9,856
1577,Without a Paddle,19000000,Action Adventure Comedy Thriller,10762,en,8.584398,20-08-04,69631118,95,5.3,214
1578,13 Going on 30,37000000,Comedy Fantasy Romance,10096,en,41.569541,13-04-04,96455697,98,6.3,1204
1579,Midnight in Paris,30000000,Fantasy Comedy Romance,59436,en,43.753585,11-05-11,151119219,94,7.4,1990
1580,The Nut Job,0,Animation Comedy Family Adventure,227783,en,18.568021,17-01-14,0,85,5.5,319
1581,Blow,53000000,Crime Drama,4133,en,28.350529,04-04-01,83282296,124,7.4,1317
1582,Message in a Bottle,80000000,Romance Drama,10207,en,10.81051,22-02-99,118880016,131,5.8,196
1583,Star Trek V: The Final Frontier,30000000,Science Fiction Action Adventure Thriller,172,en,19.578249,09-06-89,70200000,107,5.6,376
1584,Like Mike,30000000,Comedy Drama Family Fantasy,21972,en,5.73667,03-07-02,0,99,5.7,100
1585,The Naked Gun 33⅓: The Final Insult,30000000,Comedy Crime,36593,en,28.624038,18-03-94,51132598,83,6.3,521
1586,A View to a Kill,30000000,Adventure Action Thriller,707,en,27.230493,24-05-85,152427960,131,6,506
1587,The Curse of the Were-Rabbit,30000000,Adventure Animation Comedy Family,533,en,30.380747,04-09-05,192452832,85,6.8,643
1588,P.S. I Love You,30000000,Drama Romance,6023,en,29.489274,15-11-07,156835339,126,6.9,977
1589,Racing Stripes,30000000,Comedy,6439,en,8.058109,06-01-05,93772522,102,5.1,123
1590,Atonement,30000000,Drama Romance,4347,en,33.369305,29-08-07,129266061,123,7.4,1049
1591,Letters to Juliet,30000000,Comedy Drama Romance,37056,en,16.52083,14-05-10,0,105,6.6,796
1592,Black Rain,30000000,Action Thriller Crime,4105,en,11.19602,22-09-89,45892212,125,6.2,243
1593,The Three Stooges,30000000,Comedy,76489,en,14.585968,13-04-12,54819301,92,4.9,140
1594,Corpse Bride,40000000,Romance Fantasy Animation Music,3933,en,43.571612,09-09-05,117195061,77,7.2,1894
1595,Glory Road,0,Drama,9918,en,8.305085,13-01-06,42647449,118,7.2,144
1596,Sicario,30000000,Action Crime Drama Mystery Thriller,273481,en,55.424027,17-09-15,84025816,121,7.2,2416
1597,Southpaw,30000000,Action Drama,307081,en,65.364452,15-06-15,91709827,123,7.3,2067
1598,Drag Me to Hell,30000000,Horror Thriller,16871,en,45.083509,15-03-09,90810892,99,6.2,966
1599,The Age of Adaline,25000000,Fantasy Drama Romance,293863,en,82.052056,16-04-15,65663276,112,7.4,1990
1600,Secondhand Lions,0,Comedy Drama Family,13156,en,15.011624,19-09-03,0,111,6.9,260
1601,Step Up 3D,30000000,Drama Romance,41233,en,25.060342,04-08-10,159291809,107,6.6,582
1602,Blue Crush,25000000,Adventure,9266,en,11.42943,08-08-02,51842679,104,5.6,159
1603,Stranger Than Fiction,30000000,Comedy Drama Fantasy Romance,1262,en,32.26789,09-09-06,53653224,113,7.1,721
1604,30 Days of Night,30000000,Horror Thriller,4513,en,33.394082,17-10-07,75505973,113,6.2,767
1605,The Cabin in the Woods,30000000,Horror Thriller,22970,en,73.987775,12-04-12,66486080,95,6.5,2263
1606,Meet the Spartans,30000000,Comedy,7278,en,10.608998,24-01-08,84646831,84,3.7,359
1607,Midnight Run,30000000,Adventure Comedy Crime,9013,en,12.821329,20-07-88,38413606,126,7.2,238
1608,The Running Man,27000000,Action Science Fiction,865,en,30.131498,13-11-87,38122105,101,6.4,703
1609,Little Shop of Horrors,25000000,Horror Comedy Music,10776,en,12.113235,19-12-86,38748395,94,6.6,384
1610,Hanna,30000000,Action Thriller Adventure,50456,en,31.191975,07-04-11,63782078,111,6.5,1263
1611,Mortal Kombat: Annihilation,30000000,Action Fantasy Science Fiction,9823,en,11.916389,21-11-97,51376861,95,3.8,221
1612,Larry Crowne,30000000,Comedy Romance Drama,59861,en,20.355458,30-06-11,36160375,98,5.7,359
1613,Carrie,30000000,Drama Horror,133805,en,63.848541,16-10-13,82394288,100,5.8,1463
1614,Take the Lead,30000000,Music,12763,en,8.999675,17-03-06,34742066,108,6.6,162
1615,Gridiron Gang,30000000,Action Adventure Crime Drama,9766,en,9.278361,15-09-06,41480851,125,6.5,206
1616,What's the Worst That Could Happen?,45000000,Action Comedy,14034,en,7.185212,31-05-01,0,94,5.1,66
1617,9,30000000,Action Adventure Animation Science Fiction Thriller,12244,en,55.806402,19-08-09,48428063,79,6.6,1262
1618,Side Effects,30000000,Thriller Crime Drama,109421,en,48.237797,07-02-13,63372757,106,6.4,1323
1619,The Prince & Me,0,Comedy Romance,11137,en,17.943945,28-03-04,0,111,5.9,278
1620,Winnie the Pooh,30000000,Animation Family,51162,en,19.143721,13-04-11,14460000,63,6.8,258
1621,Dumb and Dumberer: When Harry Met Lloyd,19000000,Comedy,10152,en,15.67747,13-06-03,39267515,85,4.1,210
1622,Bulworth,30000000,Comedy Drama,9452,en,4.52363,15-05-98,29202884,108,6.3,66
1623,Get on Up,0,Drama Music,239566,en,13.064264,01-08-14,31911598,139,6.4,158
1624,One True Thing,0,Drama Romance,53113,en,2.644427,18-09-98,0,127,6.2,27
1625,Virtuosity,30000000,Action Crime Science Fiction Thriller,9271,en,5.301589,04-08-95,24048000,106,5.4,163
1626,My Super Ex-Girlfriend,0,Fantasy Drama Action Comedy Crime,4474,en,20.252143,20-06-06,60896147,95,4.8,442
1627,Deliver Us from Evil,30000000,Thriller Crime Horror,184346,en,29.359201,01-07-14,0,118,5.9,690
1628,Sanctum,30000000,Action Thriller,48340,en,20.063165,03-02-11,108609310,108,5.8,339
1629,Little Black Book,35000000,Comedy Romance Drama,14846,en,6.246199,06-08-04,22034832,111,5.2,112
1630,The Five-Year Engagement,30000000,Comedy,72207,en,27.71063,27-04-12,53909751,124,5.7,457
1631,Mr. 3000,30000000,Comedy Drama,16232,en,2.850896,15-06-04,21800302,104,5,66
1632,The Next Three Days,30000000,Romance Drama Thriller Crime,43539,en,34.421696,18-11-10,51148651,133,6.9,905
1633,Ultraviolet,30000000,Science Fiction Action Thriller,9920,en,15.89534,03-03-06,31070211,87,4.8,458
1634,Assault on Precinct 13,30000000,Thriller,8978,en,18.706504,19-01-05,35294470,109,6,311
1635,The Replacement Killers,30000000,Action Drama Crime Thriller,11702,en,9.607391,06-02-98,19204929,87,6,127
1636,Fled,25000000,Action Comedy Thriller,18550,en,2.77255,19-07-96,17193231,98,5.2,47
1637,Eight Legged Freaks,0,Action Comedy Horror Thriller,8869,en,17.834976,17-07-02,0,99,5.4,295
1638,Love & Other Drugs,30000000,Drama Comedy Romance,43347,en,20.236951,22-11-10,102820008,112,6.6,1233
1639,88 Minutes,30000000,Crime Mystery Thriller,3489,en,16.883429,14-02-07,16930884,108,5.7,313
1640,North Country,35000000,Drama,9701,en,12.779201,12-02-05,25224242,126,6.8,125
1641,The Whole Ten Yards,40000000,Comedy Thriller Crime,2122,en,14.729386,07-04-04,26155781,98,5.5,278
1642,Splice,26000000,Horror Thriller Science Fiction,37707,en,23.227877,06-10-09,0,104,5.5,671
1643,Howard the Duck,37000000,Comedy Fantasy Science Fiction,10658,en,11.374306,01-08-86,37962774,110,5.1,221
1644,Pride and Glory,30000000,Thriller Crime Drama,13150,en,10.703602,09-09-08,31148328,130,6.3,240
1645,The Cave,30000000,Action Adventure Horror Thriller,9042,en,10.756266,25-08-05,15007991,97,5.1,202
1646,Alex & Emma,30000000,Comedy Romance,17813,en,4.352422,16-06-03,15368897,96,5,68
1647,Wicker Park,30000000,Drama Mystery Romance Thriller,11208,en,9.301562,03-09-04,13001257,114,6.7,157
1648,Fright Night,17000000,Horror Comedy,58151,en,18.27083,18-08-11,24922237,106,6,603
1649,The New World,30000000,Drama History Romance,11400,en,19.106154,25-12-05,30536013,135,6.4,330
1650,Wing Commander,30000000,Action Science Fiction,10350,en,5.259585,11-03-99,0,100,4,72
1651,In Dreams,0,Drama Thriller,28902,en,3.226243,15-01-99,0,100,5.4,44
1652,Dragonball Evolution,100000000,Action Adventure Fantasy Science Fiction Thriller,14164,en,21.677732,01-04-09,0,85,2.9,462
1653,The Last Stand,30000000,Action Crime Thriller,76640,en,43.882857,12-01-13,0,107,5.7,1266
1654,Godsend,25000000,Drama Horror Science Fiction Thriller,11058,en,12.10235,30-04-04,30114487,102,4.7,114
1655,Chasing Liberty,23000000,Comedy Romance,14844,en,3.362045,09-01-04,12,111,6.1,152
1656,Hoodwinked Too! Hood VS. Evil,30000000,Comedy Animation Family,57089,en,10.694417,29-04-11,13521829,86,4.8,131
1657,An Unfinished Life,30000000,Drama,1947,en,6.353971,09-09-05,18618284,108,6.7,161
1658,The Imaginarium of Doctor Parnassus,30000000,Adventure Fantasy Mystery,8054,en,37.181019,01-10-09,64352607,123,6.3,869
1659,Barney's Version,30000000,Comedy Drama,46829,en,4.952735,26-10-10,8454301,134,7.2,129
1660,Runner Runner,30000000,Crime Thriller Drama,146238,en,22.975918,24-09-13,62616646,91,5.5,543
1661,Antitrust,30000000,Action Crime Drama,9989,en,8.359599,12-01-01,18195610,108,5.8,153
1662,Glory,18000000,War,9665,en,16.102271,15-12-89,26828365,122,7.4,383
1663,Once Upon a Time in America,30000000,Drama Crime,311,en,49.336397,16-02-84,0,229,8.2,1069
1664,Dead Man Down,0,Thriller Action Crime Drama,102362,en,29.647844,08-03-13,18074539,118,5.9,638
1665,The Merchant of Venice,0,Drama Romance,11162,en,12.467267,03-09-04,0,138,6.7,144
1666,The Good Thief,0,Crime Drama Thriller,6016,en,2.774811,03-04-03,0,108,6,31
1667,Supercross,0,Action Adventure Drama Romance,17186,en,3.71305,16-08-05,3102550,80,5.4,29
1668,Miss Potter,30000000,Drama Family Romance,13967,en,8.386432,03-12-06,35078241,92,6.3,141
1669,The Promise,0,Fantasy Drama Action Thriller Romance,2008,zh,3.866026,15-12-05,0,98,5,29
1670,DOA: Dead or Alive,21000000,Adventure Action Thriller,9053,en,12.790408,07-09-06,480314,87,5,205
1671,The Assassination of Jesse James by the Coward Robert Ford,30000000,Action Drama Western,4512,en,35.53352,02-09-07,14711793,160,7,776
1672,1911,30000000,Adventure Drama Action History War,76349,zh,4.065212,03-07-11,108348,125,5,41
1673,Little Nicholas,0,Comedy,31203,fr,20.362025,30-09-09,0,91,5.9,306
1674,Wild Card,30000000,Thriller Crime Drama,265208,en,48.0343,14-01-15,0,92,5.4,656
1675,Machine Gun Preacher,30000000,Action Thriller Crime,45610,en,13.268936,23-09-11,2527904,129,6.4,286
1676,Animals United,0,Animation Family Comedy,50135,de,8.010046,07-10-10,0,93,5.5,90
1677,Goodbye Bafana,30000000,History Drama,1874,en,12.257654,11-02-07,0,140,7,38
1678,United Passions,27000000,Drama,271331,en,6.036684,19-06-14,0,110,3,16
1679,Grace of Monaco,30000000,Romance Drama,215211,en,10.958697,14-05-14,0,103,5.8,195
1680,Savva. Heart of the Warrior,30000000,Fantasy Adventure Animation,367961,ru,2.625594,12-11-15,0,85,6.4,7
1681,Ripley's Game,30000000,Crime Thriller,10955,en,2.981047,02-09-02,0,110,6.6,69
1682,Sausage Party,19000000,Adventure Animation Comedy Fantasy,223702,en,66.242737,11-07-16,140752617,83,5.6,2238
1683,Pitch Perfect 2,29000000,Comedy Music,254470,en,71.496894,07-05-15,287506194,115,6.8,1940
1684,Walk the Line,28000000,Drama Music Romance,69,en,35.580032,13-09-05,186438883,136,7.3,718
1685,Keeping the Faith,30000000,Comedy,4967,en,8.085872,14-04-00,37036004,127,5.9,159
1686,The Borrowers,29000000,Adventure Fantasy Action Comedy Family,9449,en,10.364582,05-12-97,0,86,5.8,135
1687,Frost/Nixon,0,Drama History,11499,en,16.87784,15-10-08,0,122,7.2,328
1688,Confessions of a Dangerous Mind,30000000,Comedy Crime Drama Romance Thriller,4912,en,18.165957,30-12-02,33013805,113,6.6,275
1689,Serving Sara,29000000,Comedy Romance,12771,en,8.93941,20-08-02,16930185,100,5,85
1690,The Boss,29000000,Comedy,323676,en,20.55509,07-04-16,78636257,91,5.5,431
1691,Cry Freedom,0,Drama,12506,en,3.735723,05-11-87,0,157,6.9,51
1692,Mumford,0,Comedy Drama Romance,24071,en,4.310168,24-09-99,0,112,6.3,26
1693,Seed of Chucky,12000000,Drama Horror Comedy,11249,en,12.653831,11-11-04,24829644,87,4.9,287
1694,The Jacket,29000000,Drama Mystery Thriller Fantasy,9667,en,24.240361,04-03-05,21126225,103,6.8,455
1695,Aladdin,28000000,Animation Family Comedy Adventure Fantasy,812,en,92.982009,25-11-92,504050219,90,7.4,3416
1696,Straight Outta Compton,28000000,Drama Music,277216,en,61.76233,13-08-15,201634991,147,7.7,1355
1697,Indiana Jones and the Temple of Doom,28000000,Adventure Action,87,en,66.976776,23-05-84,333000000,118,7.1,2781
1698,The Rugrats Movie,30000000,Animation Family,14444,en,7.981116,20-11-98,100491683,79,5.7,147
1699,Along Came a Spider,60000000,Crime Mystery Thriller Action,2043,en,21.252797,06-04-01,105178561,104,6.1,400
1700,Florence Foster Jenkins,29000000,Comedy Drama,315664,en,19.237254,06-05-16,48902953,110,6.6,392
1701,Once Upon a Time in Mexico,29000000,Action,1428,en,27.555646,11-09-03,98185582,102,6.2,594
1702,Die Hard,28000000,Action Thriller,562,en,66.169628,15-07-88,140767956,131,7.5,3948
1703,Role Models,28000000,Comedy,15373,en,24.917665,03-02-08,92380927,99,6.4,564
1704,The Big Short,28000000,Comedy Drama,318846,en,57.518472,11-12-15,133346506,130,7.3,2607
1705,Taking Woodstock,0,Music Comedy Drama,26320,en,11.870161,03-09-09,0,120,6.2,127
1706,Miracle,28000000,Drama History,14292,en,7.534003,06-02-04,64445708,135,7,159
1707,Dawn of the Dead,28000000,Fantasy Horror Action,924,en,44.529429,19-03-04,102356381,101,6.8,1016
1708,The Wedding Planner,35000000,Comedy,2018,en,14.949395,26-01-01,94728529,103,5.5,427
1709,Space Pirate Captain Harlock,30000000,Animation Science Fiction,192577,ja,14.726338,07-09-13,17137302,115,6.5,356
1710,The Royal Tenenbaums,21000000,Comedy Drama,9428,en,24.13081,05-10-01,71441250,110,7.4,1286
1711,Identity,30000000,Mystery Thriller,2832,en,45.915165,25-04-03,90259536,90,7.1,1061
1712,Last Vegas,28000000,Comedy,137093,en,28.043508,31-10-13,134402450,105,6.4,799
1713,For Your Eyes Only,28000000,Adventure Action Thriller,699,en,26.090746,23-06-81,195312802,127,6.3,490
1714,Serendipity,28000000,Comedy Romance,9778,en,14.530803,05-10-01,77516304,90,6.6,521
1715,Timecop,27000000,Thriller Science Fiction Action Crime,8831,en,13.308127,15-09-94,101646581,99,5.5,282
1716,Zoolander,28000000,Comedy,9398,en,38.0958,28-09-01,60780981,89,6.1,1337
1717,Safe Haven,28000000,Romance,112949,en,37.729059,07-02-13,97594140,115,6.9,823
1718,Hocus Pocus,28000000,Comedy Family Fantasy,10439,en,18.650748,16-07-93,39514713,96,6.4,471
1719,No Reservations,28000000,Comedy,3638,en,15.794946,25-07-07,92601050,104,6.1,327
1720,Kick-Ass,28000000,Action Crime,23483,en,45.054936,22-03-10,96188903,117,7.1,4645
1721,30 Minutes or Less,28000000,Action Adventure Comedy,62206,en,25.039383,11-08-11,40547440,83,5.6,531
1722,Dracula 2000,28000000,Thriller Horror,10577,en,6.756771,22-12-00,33000337,99,4.6,148
1723,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,Family Comedy,218778,en,22.14595,08-10-14,100654149,81,6.1,493
1724,Pride & Prejudice,28000000,Drama Romance,4348,en,36.58383,16-09-05,121147947,135,7.7,1358
1725,Blade Runner,28000000,Science Fiction Drama Thriller,78,en,94.056131,25-06-82,33139618,117,7.9,3509
1726,Rob Roy,28000000,Adventure,11780,en,10.703456,13-04-95,31596911,139,6.5,148
1727,3 Days to Kill,28000000,Action Drama Thriller Crime,192102,en,41.638961,14-02-14,52597999,113,6,883
1728,We Own the Night,21000000,Drama Crime Thriller,2001,en,14.518708,25-05-07,54926886,117,6.5,323
1729,Lost Souls,0,Horror Thriller,10383,en,3.312385,13-10-00,0,97,4.5,38
1730,Winged Migration,35866397,Documentary,11516,fr,3.75074,12-12-01,20217080,98,7,49
1731,Just My Luck,28000000,Comedy Drama Family Fantasy Romance,10025,en,22.074306,12-05-06,38159905,103,5.8,491
1732,"Mystery, Alaska",28000000,Drama Comedy,15198,en,4.436792,01-10-99,8888143,119,6,69
1733,The Spy Next Door,28000000,Action Comedy Family,23172,en,14.639324,15-01-10,45236543,94,5.5,345
1734,A Simple Wish,28000000,Adventure Comedy Family Fantasy,17834,en,1.767479,11-07-97,8345056,86,5.5,46
1735,Ghosts of Mars,28000000,Action Horror Science Fiction,10016,en,13.145205,24-08-01,14010832,98,4.8,296
1736,Our Brand Is Crisis,28000000,Comedy Drama,10317,en,12.921594,11-09-15,7002261,108,5.8,195
1737,Pride and Prejudice and Zombies,28000000,Romance Horror Comedy Thriller,58431,en,28.397048,04-02-16,16374328,108,5.5,640
1738,Kundun,28000000,Drama,9746,en,7.039189,25-12-97,5684789,134,6.8,91
1739,How to Lose Friends & Alienate People,27000000,Comedy Romance Drama,13092,en,16.785866,02-10-08,17286299,110,6.2,244
1740,Kick-Ass 2,28000000,Action Adventure Crime,59859,en,40.28635,17-07-13,60700000,103,6.3,2224
1741,Alatriste,24000000,Action,13495,es,6.009644,01-09-06,23321954,145,5.6,61
1742,Brick Mansions,28000000,Action Crime Drama,254473,en,25.520976,22-04-14,68896829,90,5.7,615
1743,Octopussy,27500000,Adventure Action Thriller,700,en,25.633663,05-06-83,187500000,131,6.2,527
1744,Knocked Up,30000000,Comedy Romance Drama,4964,en,22.527211,01-06-07,219076518,129,6.2,1214
1745,My Sister's Keeper,30000000,Drama,10024,en,24.09152,26-06-09,95714875,109,7.1,598
1746,Welcome Home Roscoe Jenkins,35000000,Comedy Drama,13490,en,6.248273,08-02-08,43650785,114,5.7,57
1747,A Passage to India,8000000,Drama Adventure History,15927,en,9.548391,14-12-84,27187653,163,6.9,67
1748,Notes on a Scandal,15000000,Drama Romance,1259,en,12.576381,25-12-06,49469904,92,6.9,235
1749,Rendition,27500000,Drama Thriller,5125,en,12.741073,07-09-07,24748670,120,6.2,205
1750,Star Trek VI: The Undiscovered Country,27000000,Science Fiction Action Adventure Thriller,174,en,16.188572,05-12-91,96900000,113,6.7,413
1751,Divine Secrets of the Ya-Ya Sisterhood,27000000,Comedy Drama Romance,9583,en,5.576937,07-06-02,0,116,5.6,65
1752,Kiss the Girls,27000000,Drama Mystery Thriller Crime,9437,en,18.913,03-10-97,60527873,115,6.2,345
1753,The Blues Brothers,27000000,Music Comedy Action Crime,525,en,44.714264,17-06-80,115229890,133,7.5,1065
1754,The Sisterhood of the Traveling Pants 2,27000000,Adventure Comedy Drama Family,10188,en,11.870301,06-08-08,44352417,117,6,238
1755,Joyful Noise,0,Comedy Music,63574,en,5.753705,13-01-12,0,117,6.7,33
1756,About a Boy,27000000,Drama Comedy Romance,245,en,28.227984,26-04-02,129000000,101,6.6,607
1757,Lake Placid,27000000,Horror Comedy Action Science Fiction Thriller,9825,en,11.678561,15-07-99,56870414,82,5.5,247
1758,Lucky Number Slevin,27000000,Drama Thriller Crime Mystery,186,en,36.921445,24-02-06,56308881,110,7.4,1323
1759,The Right Stuff,27000000,Drama History,9549,en,17.567332,20-10-83,21500000,193,7.3,235
